sample	sizeFactor
Sham_oxy_1	0.357054308751317
Sham_oxy_2	1.14795857369929
Sham_oxy_3	0.834553100779525
Sham_oxy_4	1.43589071994828
Sham_Sal_1	0.984384380742973
Sham_Sal_2	2.13075086578347
Sham_Sal_3	2.20960357940366
Sham_Sal_4	1.4620263526787
SNI_oxy_1	1.45830123565019
SNI_oxy_2	1.59167959452561
SNI_oxy_3	1.45868398430405
SNI_oxy_4	1.10991003196356
SNI_Sal_1	1.651883429698
SNI_Sal_2	0.19034053199918
SNI_Sal_3	1.04534557723833
SNI_Sal_4	0.284101346635531
